"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"1208","161107_Smp_371_B","I116.0709R8.8_HILICPos",9.52,20730418,6542826,"1592476",-1.5,"SNFlag",NA,NA,9.325,NA,1215050,NA,"SNFlag, ",NA
"1209","161107_Smp_371_C","I116.0709R8.8_HILICPos",9.49,15765310,2955152,"1159324",-1.6,NA,NA,NA,9.325,NA,1215050,NA,"",15765310
"1210","161107_Smp_To_A","I116.0709R8.8_HILICPos",9.52,740625280,10330329,"72973096",-2.1,NA,NA,NA,9.325,NA,1096341,NA,"",740625280
"1211","161107_Smp_To_B","I116.0709R8.8_HILICPos",9.55,706645248,7876839,"67718632",-1.9,NA,NA,NA,9.325,NA,1096341,NA,"",706645248
"1212","161107_Smp_To_C","I116.0709R8.8_HILICPos",9.55,765387584,11081885,"75452112",-1.9,NA,NA,NA,9.325,NA,1096341,NA,"",765387584
"1213","161107_Smp_Tp_A","I116.0709R8.8_HILICPos",9.48,5958108160,63031432,"456652480",-3,NA,NA,NA,9.325,NA,577379,NA,"",5958108160
"1214","161107_Smp_Tp_E","I116.0709R8.8_HILICPos",9.46,3246400512,33869840,"248399312",-2.4,NA,NA,NA,9.325,NA,577379,NA,"",3246400512
"1215","161107_Smp_Tp_F","I116.0709R8.8_HILICPos",9.48,3586987520,70621512,"316618752",-2.4,NA,NA,NA,9.325,NA,577379,NA,"",3586987520
"1216","161107_Smp_Cy_A","I236.1492R9.91_HILICPos",10.81,206404,0,"39186",-0.6,NA,NA,NA,10.515,NA,725340,NA,"",206404
"1217","161107_Smp_Cy_B","I236.1492R9.91_HILICPos",10.64,524304,0,"20486",0.9,NA,NA,NA,10.515,NA,725340,NA,"",524304
"1218","161107_Smp_Cy_C","I236.1492R9.91_HILICPos",11.12,435610,0,"44629",0.4,NA,NA,NA,10.515,"RTFlag",725340,NA,"RTFlag, ",NA
"1219","161107_Smp_2090_A","I236.1492R9.91_HILICPos",11.01,219183,0,"24685",1.2,NA,NA,NA,10.515,"RTFlag",832086,NA,"RTFlag, ",NA
"1220","161107_Smp_2090_B","I236.1492R9.91_HILICPos",10.6,278664,0,"32672",0.9,NA,NA,NA,10.515,NA,832086,NA,"",278664
"1221","161107_Smp_2090_C","I236.1492R9.91_HILICPos",10.59,326515,0,"31748",0.6,NA,NA,NA,10.515,NA,832086,NA,"",326515
"1222","161107_Smp_371_A","I236.1492R9.91_HILICPos",10.87,410107,0,"35857",0.2,NA,NA,NA,10.515,NA,777765,NA,"",410107
"1223","161107_Smp_371_B","I236.1492R9.91_HILICPos",10.99,458018,0,"20834",0.7,NA,NA,NA,10.515,"RTFlag",777765,NA,"RTFlag, ",NA
"1224","161107_Smp_371_C","I236.1492R9.91_HILICPos",9.93,152893,0,"25245",0.5,NA,NA,NA,10.515,"RTFlag",777765,"BlankFlag","RTFlag, BlankFlag",NA
"1225","161107_Smp_To_A","I236.1492R9.91_HILICPos",10.64,1487017,0,"49874",-0.1,NA,NA,NA,10.515,NA,654863,NA,"",1487017
"1226","161107_Smp_To_B","I236.1492R9.91_HILICPos",10.61,1358991,0,"54042",-0.2,NA,NA,NA,10.515,NA,654863,NA,"",1358991
"1227","161107_Smp_To_C","I236.1492R9.91_HILICPos",10.72,1196812,0,"50026",0.3,NA,NA,NA,10.515,NA,654863,NA,"",1196812
"1228","161107_Smp_Tp_A","I236.1492R9.91_HILICPos",10.87,623093,0,"33972",-0.1,NA,NA,NA,10.515,NA,1073662,NA,"",623093
"1229","161107_Smp_Tp_E","I236.1492R9.91_HILICPos",10.7,531366,0,"30918",0.4,NA,NA,NA,10.515,NA,1073662,NA,"",531366
"1230","161107_Smp_Tp_F","I236.1492R9.91_HILICPos",10.67,872218,0,"40165",0.4,NA,NA,NA,10.515,NA,1073662,NA,"",872218
"1231","161107_Smp_Cy_A","I141.0659R7.2_HILICPos",8.33,4649864,0,"285580",-0.5,NA,NA,NA,7.795,"RTFlag",204853,NA,"RTFlag, ",NA
"1232","161107_Smp_Cy_B","I141.0659R7.2_HILICPos",8.36,4604437,0,"270735",-0.4,NA,NA,NA,7.795,"RTFlag",204853,NA,"RTFlag, ",NA
"1233","161107_Smp_Cy_C","I141.0659R7.2_HILICPos",8.39,4807832,0,"248052",-0.2,NA,NA,NA,7.795,"RTFlag",204853,NA,"RTFlag, ",NA
"1234","161107_Smp_2090_A","I141.0659R7.2_HILICPos",8.2,2575019,1905498,"107207",-0.3,"SNFlag",NA,NA,7.795,"RTFlag",425153,NA,"SNFlag, RTFlag, ",NA
"1235","161107_Smp_2090_B","I141.0659R7.2_HILICPos",8.12,1503126,2703339,"65527",-0.5,"SNFlag",NA,NA,7.795,NA,425153,NA,"SNFlag, ",NA
"1236","161107_Smp_2090_C","I141.0659R7.2_HILICPos",8.48,1569985,6488005,"86967",-1,"SNFlag",NA,NA,7.795,"RTFlag",425153,NA,"SNFlag, RTFlag, ",NA
"1237","161107_Smp_371_A","I141.0659R7.2_HILICPos",8.31,2928239,2872281,"248544",-1.6,"SNFlag",NA,NA,7.795,"RTFlag",1060538,NA,"SNFlag, RTFlag, ",NA
"1238","161107_Smp_371_B","I141.0659R7.2_HILICPos",8.34,5284931,2892452,"466759",-1.3,"SNFlag",NA,NA,7.795,"RTFlag",1060538,NA,"SNFlag, RTFlag, ",NA
"1239","161107_Smp_371_C","I141.0659R7.2_HILICPos",8.34,4512868,3879651,"340472",-1.5,"SNFlag",NA,NA,7.795,"RTFlag",1060538,NA,"SNFlag, RTFlag, ",NA
"1240","161107_Smp_To_A","I141.0659R7.2_HILICPos",8.33,5701935,0,"225377",-1.4,NA,NA,NA,7.795,"RTFlag",1270035,NA,"RTFlag, ",NA
"1241","161107_Smp_To_B","I141.0659R7.2_HILICPos",8.39,7196996,0,"196142",-1.2,NA,NA,NA,7.795,"RTFlag",1270035,NA,"RTFlag, ",NA
"1242","161107_Smp_To_C","I141.0659R7.2_HILICPos",8.33,4572972,833487,"274966",-1,NA,NA,NA,7.795,"RTFlag",1270035,NA,"RTFlag, ",NA
"1243","161107_Smp_Tp_A","I141.0659R7.2_HILICPos",8.33,4877037,0,"354797",-1.3,NA,NA,NA,7.795,"RTFlag",671448,NA,"RTFlag, ",NA
"1244","161107_Smp_Tp_E","I141.0659R7.2_HILICPos",8.3,4628464,0,"280864",-1.3,NA,NA,NA,7.795,"RTFlag",671448,NA,"RTFlag, ",NA
"1245","161107_Smp_Tp_F","I141.0659R7.2_HILICPos",8.36,4570571,0,"332443",-1,NA,NA,NA,7.795,"RTFlag",671448,NA,"RTFlag, ",NA
"1246","161107_Smp_Cy_A","I161.0631R9.25_HILICPos",5.49,8760,0,"9122",0.3,NA,NA,NA,9.945,"RTFlag",NA,NA,"RTFlag, ",NA
"1247","161107_Smp_Cy_B","I161.0631R9.25_HILICPos",4.08,6721,0,"5815",-5,NA,NA,NA,9.945,"RTFlag",NA,NA,"RTFlag, ",NA
"1248","161107_Smp_Cy_C","I161.0631R9.25_HILICPos",5.59,9222,0,"5593",5.9,NA,NA,NA,9.945,"RTFlag",NA,NA,"RTFlag, ",NA
"1249","161107_Smp_2090_A","I161.0631R9.25_HILICPos",18.36,777944,0,"61913",-0.4,NA,NA,NA,9.945,"RTFlag",NA,NA,"RTFlag, ",NA
"1250","161107_Smp_2090_B","I161.0631R9.25_HILICPos",9.35,7783,0,"6233",1.3,NA,NA,NA,9.945,"RTFlag",NA,NA,"RTFlag, ",NA
"1251","161107_Smp_2090_C","I161.0631R9.25_HILICPos",18.3,1344593,0,"99667",-1.4,NA,NA,NA,9.945,"RTFlag",NA,NA,"RTFlag, ",NA
"1252","161107_Smp_371_A","I161.0631R9.25_HILICPos",11.23,151933,0,"28155",-1.4,NA,NA,NA,9.945,"RTFlag",4769,NA,"RTFlag, ",NA
"1253","161107_Smp_371_B","I161.0631R9.25_HILICPos",10.75,11877,0,"9149",-1.4,NA,NA,NA,9.945,"RTFlag",4769,NA,"RTFlag, ",NA
"1254","161107_Smp_371_C","I161.0631R9.25_HILICPos",11.24,41337,0,"24948",1.1,NA,NA,NA,9.945,"RTFlag",4769,NA,"RTFlag, ",NA
"1255","161107_Smp_To_A","I161.0631R9.25_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.945,NA,NA,NA,"",NA
"1256","161107_Smp_To_B","I161.0631R9.25_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.945,NA,NA,NA,"",NA
"1257","161107_Smp_To_C","I161.0631R9.25_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.945,NA,NA,NA,"",NA
"1258","161107_Smp_Tp_A","I161.0631R9.25_HILICPos",5.42,9124,0,"7740",8,NA,"ppmFlag",NA,9.945,"RTFlag",6304,NA,"ppmFlag, RTFlag, ",NA
"1259","161107_Smp_Tp_E","I161.0631R9.25_HILICPos",21.02,6246,0,"5480",2.1,NA,NA,NA,9.945,"RTFlag",6304,NA,"RTFlag, ",NA
"1260","161107_Smp_Tp_F","I161.0631R9.25_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.945,NA,6304,NA,"",NA
"1261","161107_Smp_Cy_A","I148.0605R12.12_HILICPos",12.02,1503982080,48286948,"119732592",-1.5,NA,NA,NA,12.4,NA,462735,NA,"",1503982080
"1262","161107_Smp_Cy_B","I148.0605R12.12_HILICPos",12.03,1288170240,46938032,"109916664",-1.6,NA,NA,NA,12.4,NA,462735,NA,"",1288170240
"1263","161107_Smp_Cy_C","I148.0605R12.12_HILICPos",12,1611467136,35083308,"131066688",-1.7,NA,NA,NA,12.4,"RTFlag",462735,NA,"RTFlag, ",NA
"1264","161107_Smp_2090_A","I148.0605R12.12_HILICPos",11.99,75423696,2580830,"6530262",-0.7,NA,NA,NA,12.4,"RTFlag",293535,NA,"RTFlag, ",NA
"1265","161107_Smp_2090_B","I148.0605R12.12_HILICPos",11.84,180993024,3789870,"9710802",-1,NA,NA,NA,12.4,"RTFlag",293535,NA,"RTFlag, ",NA
"1266","161107_Smp_2090_C","I148.0605R12.12_HILICPos",12.02,122304552,2372492,"10465828",-1.5,NA,NA,NA,12.4,NA,293535,NA,"",122304552
"1267","161107_Smp_371_A","I148.0605R12.12_HILICPos",11.85,131449488,3608672,"10961465",-2,NA,NA,NA,12.4,"RTFlag",93227,NA,"RTFlag, ",NA
"1268","161107_Smp_371_B","I148.0605R12.12_HILICPos",11.83,134573872,3514533,"11495058",-1.3,NA,NA,NA,12.4,"RTFlag",93227,NA,"RTFlag, ",NA
"1269","161107_Smp_371_C","I148.0605R12.12_HILICPos",11.79,100774256,3077445,"8815005",-1.6,NA,NA,NA,12.4,"RTFlag",93227,NA,"RTFlag, ",NA
"1270","161107_Smp_To_A","I148.0605R12.12_HILICPos",12.05,2901669120,23778828,"221550928",-3,NA,NA,NA,12.4,NA,525387,NA,"",2901669120
"1271","161107_Smp_To_B","I148.0605R12.12_HILICPos",12.03,2542763264,13062148,"201503568",-2.4,NA,NA,NA,12.4,NA,525387,NA,"",2542763264
"1272","161107_Smp_To_C","I148.0605R12.12_HILICPos",12.03,2484968704,30744566,"204103920",-2.3,NA,NA,NA,12.4,NA,525387,NA,"",2484968704
"1273","161107_Smp_Tp_A","I148.0605R12.12_HILICPos",11.89,1695718272,31397188,"146849040",-2.2,NA,NA,NA,12.4,"RTFlag",96740,NA,"RTFlag, ",NA
"1274","161107_Smp_Tp_E","I148.0605R12.12_HILICPos",11.86,873958464,12986618,"73257640",-2,NA,NA,NA,12.4,"RTFlag",96740,NA,"RTFlag, ",NA
"1275","161107_Smp_Tp_F","I148.0605R12.12_HILICPos",11.89,930079872,13753477,"82827424",-1.7,NA,NA,NA,12.4,"RTFlag",96740,NA,"RTFlag, ",NA
"1276","161107_Smp_Cy_A","I180.1019R8.38_HILICPos",8.95,109146,186380,"16561",-0.6,"SNFlag",NA,NA,9.055,NA,243403,NA,"SNFlag, ",NA
"1277","161107_Smp_Cy_B","I180.1019R8.38_HILICPos",9.17,530229,0,"38254",-0.4,NA,NA,NA,9.055,NA,243403,NA,"",530229
"1278","161107_Smp_Cy_C","I180.1019R8.38_HILICPos",8.79,602319,0,"28254",0,NA,NA,NA,9.055,NA,243403,NA,"",602319
"1279","161107_Smp_2090_A","I180.1019R8.38_HILICPos",9.32,27252062,634080,"2003357",-0.6,NA,NA,NA,9.055,NA,615751,NA,"",27252062
"1280","161107_Smp_2090_B","I180.1019R8.38_HILICPos",9.35,17779440,0,"1281275",-0.7,NA,NA,NA,9.055,NA,615751,NA,"",17779440
"1281","161107_Smp_2090_C","I180.1019R8.38_HILICPos",9.34,37124576,487584,"2858144",-1.5,NA,NA,NA,9.055,NA,615751,NA,"",37124576
"1282","161107_Smp_371_A","I180.1019R8.38_HILICPos",9.32,20945224,12121,"1536951",-1.6,NA,NA,NA,9.055,NA,673146,NA,"",20945224
"1283","161107_Smp_371_B","I180.1019R8.38_HILICPos",9.31,23862182,469114,"1862814",-1.5,NA,NA,NA,9.055,NA,673146,NA,"",23862182
"1284","161107_Smp_371_C","I180.1019R8.38_HILICPos",9.31,18629866,0,"1361033",-1.5,NA,NA,NA,9.055,NA,673146,NA,"",18629866
"1285","161107_Smp_To_A","I180.1019R8.38_HILICPos",9.18,491889,0,"27392",-1,NA,NA,NA,9.055,NA,148885,NA,"",491889
"1286","161107_Smp_To_B","I180.1019R8.38_HILICPos",8.53,245911,323394,"24099",-0.7,"SNFlag",NA,NA,9.055,"RTFlag",148885,NA,"SNFlag, RTFlag, ",NA
"1287","161107_Smp_To_C","I180.1019R8.38_HILICPos",8.87,108538,296684,"18225",-0.3,"SNFlag",NA,NA,9.055,NA,148885,NA,"SNFlag, ",NA
"1288","161107_Smp_Tp_A","I180.1019R8.38_HILICPos",9.14,728297,508525,"56749",-1.3,"SNFlag",NA,NA,9.055,NA,283079,NA,"SNFlag, ",NA
"1289","161107_Smp_Tp_E","I180.1019R8.38_HILICPos",8.87,1648369,0,"60855",-1.1,NA,NA,NA,9.055,NA,283079,NA,"",1648369
"1290","161107_Smp_Tp_F","I180.1019R8.38_HILICPos",8.7,2858363,170471,"71447",-0.9,NA,NA,NA,9.055,NA,283079,NA,"",2858363
"1291","161107_Smp_Cy_A","I236.1493R8.23_HILICPos",8.59,840670,0,"36630",0.2,NA,NA,NA,8.96,NA,549432,NA,"",840670
"1292","161107_Smp_Cy_B","I236.1493R8.23_HILICPos",9.04,697866,0,"35111",0.2,NA,NA,NA,8.96,NA,549432,NA,"",697866
"1293","161107_Smp_Cy_C","I236.1493R8.23_HILICPos",8.92,827979,0,"42288",0.4,NA,NA,NA,8.96,NA,549432,NA,"",827979
"1294","161107_Smp_2090_A","I236.1493R8.23_HILICPos",9.1,4119640,0,"261288",-0.4,NA,NA,NA,8.96,NA,1418494,NA,"",4119640
"1295","161107_Smp_2090_B","I236.1493R8.23_HILICPos",9.15,1360767,0,"98889",-0.7,NA,NA,NA,8.96,NA,1418494,NA,"",1360767
"1296","161107_Smp_2090_C","I236.1493R8.23_HILICPos",9.15,3206035,0,"195430",-0.9,NA,NA,NA,8.96,NA,1418494,NA,"",3206035
"1297","161107_Smp_371_A","I236.1493R8.23_HILICPos",9.17,2861956,0,"166619",-1.2,NA,NA,NA,8.96,NA,470006,NA,"",2861956
"1298","161107_Smp_371_B","I236.1493R8.23_HILICPos",9.12,3174063,0,"192351",-1.2,NA,NA,NA,8.96,NA,470006,NA,"",3174063
"1299","161107_Smp_371_C","I236.1493R8.23_HILICPos",9.17,2182711,0,"133067",-1.2,NA,NA,NA,8.96,NA,470006,NA,"",2182711
"1300","161107_Smp_To_A","I236.1493R8.23_HILICPos",9.18,1426347,0,"82693",-1.4,NA,NA,NA,8.96,NA,818009,NA,"",1426347
"1301","161107_Smp_To_B","I236.1493R8.23_HILICPos",9.2,1342537,1262,"76599",-0.8,NA,NA,NA,8.96,NA,818009,NA,"",1342537
"1302","161107_Smp_To_C","I236.1493R8.23_HILICPos",9.12,1304608,0,"74706",-1,NA,NA,NA,8.96,NA,818009,NA,"",1304608
"1303","161107_Smp_Tp_A","I236.1493R8.23_HILICPos",8.97,631051,0,"31624",-0.4,NA,NA,NA,8.96,NA,217623,NA,"",631051
"1304","161107_Smp_Tp_E","I236.1493R8.23_HILICPos",8.2,693386,0,"32193",-0.3,NA,NA,NA,8.96,"RTFlag",217623,NA,"RTFlag, ",NA
"1305","161107_Smp_Tp_F","I236.1493R8.23_HILICPos",8.91,620396,0,"22964",0,NA,NA,NA,8.96,NA,217623,NA,"",620396
"1306","161107_Smp_Cy_A","I252.1092R3.46_HILICPos",4.44,3465497,0,"154356",-0.9,NA,NA,NA,3.965,"RTFlag",96986,NA,"RTFlag, ",NA
"1307","161107_Smp_Cy_B","I252.1092R3.46_HILICPos",4.39,2187588,0,"100765",-0.9,NA,NA,NA,3.965,"RTFlag",96986,NA,"RTFlag, ",NA
"1308","161107_Smp_Cy_C","I252.1092R3.46_HILICPos",4.42,2666653,0,"128508",-0.8,NA,NA,NA,3.965,"RTFlag",96986,NA,"RTFlag, ",NA
"1309","161107_Smp_2090_A","I252.1092R3.46_HILICPos",4.38,1165766,0,"54001",-0.7,NA,NA,NA,3.965,"RTFlag",176066,NA,"RTFlag, ",NA
"1310","161107_Smp_2090_B","I252.1092R3.46_HILICPos",4.31,532702,0,"36711",-0.9,NA,NA,NA,3.965,NA,176066,NA,"",532702
"1311","161107_Smp_2090_C","I252.1092R3.46_HILICPos",4.39,561098,0,"42956",-1.2,NA,NA,NA,3.965,"RTFlag",176066,NA,"RTFlag, ",NA
"1312","161107_Smp_371_A","I252.1092R3.46_HILICPos",4.33,2892423,0,"164763",-1.4,NA,NA,NA,3.965,NA,229307,NA,"",2892423
"1313","161107_Smp_371_B","I252.1092R3.46_HILICPos",4.33,3056645,0,"170801",-1,NA,NA,NA,3.965,NA,229307,NA,"",3056645
"1314","161107_Smp_371_C","I252.1092R3.46_HILICPos",4.27,2967705,0,"150761",-1.4,NA,NA,NA,3.965,NA,229307,NA,"",2967705
"1315","161107_Smp_To_A","I252.1092R3.46_HILICPos",4.44,2677667,0,"129980",-1.8,NA,NA,NA,3.965,"RTFlag",251218,NA,"RTFlag, ",NA
"1316","161107_Smp_To_B","I252.1092R3.46_HILICPos",4.36,1849237,0,"97064",-1.4,NA,NA,NA,3.965,NA,251218,NA,"",1849237
"1317","161107_Smp_To_C","I252.1092R3.46_HILICPos",4.35,1192691,0,"54821",-1.2,NA,NA,NA,3.965,NA,251218,NA,"",1192691
"1318","161107_Smp_Tp_A","I252.1092R3.46_HILICPos",4.37,6322446,0,"319752",-1.5,NA,NA,NA,3.965,"RTFlag",399506,NA,"RTFlag, ",NA
"1319","161107_Smp_Tp_E","I252.1092R3.46_HILICPos",4.36,1661004,0,"79641",-1.2,NA,NA,NA,3.965,NA,399506,NA,"",1661004
"1320","161107_Smp_Tp_F","I252.1092R3.46_HILICPos",4.37,4079368,0,"205744",-1.2,NA,NA,NA,3.965,"RTFlag",399506,NA,"RTFlag, ",NA
"1321","161107_Smp_Cy_A","I252.1441R10.53_HILICPos",11.23,487411648,12082653,"46207912",-0.5,NA,NA,NA,11.075,NA,15664567,NA,"",487411648
"1322","161107_Smp_Cy_B","I252.1441R10.53_HILICPos",11.23,355217184,10804701,"32461704",-0.5,NA,NA,NA,11.075,NA,15664567,NA,"",355217184
"1323","161107_Smp_Cy_C","I252.1441R10.53_HILICPos",11.23,604958848,15262383,"56345888",-0.6,NA,NA,NA,11.075,NA,15664567,NA,"",604958848
"1324","161107_Smp_2090_A","I252.1441R10.53_HILICPos",11.24,3446410496,29724696,"330392448",-1.4,NA,NA,NA,11.075,NA,15519725,NA,"",3446410496
"1325","161107_Smp_2090_B","I252.1441R10.53_HILICPos",11.22,5244129280,125519944,"254046416",-1,NA,NA,NA,11.075,NA,15519725,NA,"",5244129280
"1326","161107_Smp_2090_C","I252.1441R10.53_HILICPos",11.23,2240120320,22778258,"206685536",-1.7,NA,NA,NA,11.075,NA,15519725,NA,"",2240120320
"1327","161107_Smp_371_A","I252.1441R10.53_HILICPos",11.24,2238499584,21527760,"216807568",-2.2,NA,NA,NA,11.075,NA,16416983,NA,"",2238499584
"1328","161107_Smp_371_B","I252.1441R10.53_HILICPos",11.23,2613064960,23691958,"241437008",-1.7,NA,NA,NA,11.075,NA,16416983,NA,"",2613064960
"1329","161107_Smp_371_C","I252.1441R10.53_HILICPos",11.22,1855949568,19216012,"168558400",-1.6,NA,NA,NA,11.075,NA,16416983,NA,"",1855949568
"1330","161107_Smp_To_A","I252.1441R10.53_HILICPos",11.21,35109228,5816878,"3180683",-1.4,NA,NA,NA,11.075,NA,14953547,NA,"",35109228
"1331","161107_Smp_To_B","I252.1441R10.53_HILICPos",11.23,28131968,5494474,"2395166",-0.7,NA,NA,NA,11.075,NA,14953547,NA,"",28131968
"1332","161107_Smp_To_C","I252.1441R10.53_HILICPos",11.23,20283624,6411518,"1538755",-0.9,"SNFlag",NA,NA,11.075,NA,14953547,NA,"SNFlag, ",NA
"1333","161107_Smp_Tp_A","I252.1441R10.53_HILICPos",11.46,19750496,4319496,"296000",-1.1,NA,NA,NA,11.075,NA,17276176,NA,"",19750496
"1334","161107_Smp_Tp_E","I252.1441R10.53_HILICPos",11.06,21242338,2571724,"249370",-0.8,NA,NA,NA,11.075,NA,17276176,NA,"",21242338
"1335","161107_Smp_Tp_F","I252.1441R10.53_HILICPos",11.1,22196990,1285848,"266028",-0.7,NA,NA,NA,11.075,NA,17276176,NA,"",22196990
"1336","161107_Smp_Cy_A","I143.0816R7.97_HILICPos",9.72,16816614,0,"436156",-1.2,NA,NA,NA,9.265,"RTFlag",1025948,NA,"RTFlag, ",NA
"1337","161107_Smp_Cy_B","I143.0816R7.97_HILICPos",9.72,14243458,0,"298611",-1.2,NA,NA,NA,9.265,"RTFlag",1025948,NA,"RTFlag, ",NA
"1338","161107_Smp_Cy_C","I143.0816R7.97_HILICPos",9.75,16969762,0,"525436",-1.2,NA,NA,NA,9.265,"RTFlag",1025948,NA,"RTFlag, ",NA
"1339","161107_Smp_2090_A","I143.0816R7.97_HILICPos",8.22,10866415,0,"140051",-0.8,NA,NA,NA,9.265,"RTFlag",159206,NA,"RTFlag, ",NA
"1340","161107_Smp_2090_B","I143.0816R7.97_HILICPos",9.4,6876685,0,"101746",-0.9,NA,NA,NA,9.265,NA,159206,NA,"",6876685
"1341","161107_Smp_2090_C","I143.0816R7.97_HILICPos",8.07,11208913,0,"142360",-1.4,NA,NA,NA,9.265,"RTFlag",159206,NA,"RTFlag, ",NA
"1342","161107_Smp_371_A","I143.0816R7.97_HILICPos",9.99,11035321,0,"137969",-1.8,NA,NA,NA,9.265,"RTFlag",2314133,NA,"RTFlag, ",NA
"1343","161107_Smp_371_B","I143.0816R7.97_HILICPos",10.02,10563487,0,"156486",-1.7,NA,NA,NA,9.265,"RTFlag",2314133,NA,"RTFlag, ",NA
"1344","161107_Smp_371_C","I143.0816R7.97_HILICPos",10.03,10838125,0,"175086",-1.8,NA,NA,NA,9.265,"RTFlag",2314133,NA,"RTFlag, ",NA
"1345","161107_Smp_To_A","I143.0816R7.97_HILICPos",9.77,8878929,6241020,"315764",-2,"SNFlag",NA,NA,9.265,"RTFlag",7527634,NA,"SNFlag, RTFlag, ",NA
"1346","161107_Smp_To_B","I143.0816R7.97_HILICPos",9.74,12905011,0,"251582",-1.7,NA,NA,NA,9.265,"RTFlag",7527634,NA,"RTFlag, ",NA
"1347","161107_Smp_To_C","I143.0816R7.97_HILICPos",8.22,11185408,0,"184577",-1.6,NA,NA,NA,9.265,"RTFlag",7527634,NA,"RTFlag, ",NA
"1348","161107_Smp_Tp_A","I143.0816R7.97_HILICPos",10.03,12145757,0,"261557",-2.2,NA,NA,NA,9.265,"RTFlag",828894,NA,"RTFlag, ",NA
"1349","161107_Smp_Tp_E","I143.0816R7.97_HILICPos",9.99,12249774,0,"259399",-1.8,NA,NA,NA,9.265,"RTFlag",828894,NA,"RTFlag, ",NA
"1350","161107_Smp_Tp_F","I143.0816R7.97_HILICPos",10.06,12286795,0,"207720",-1.7,NA,NA,NA,9.265,"RTFlag",828894,NA,"RTFlag, ",NA
"1351","161107_Smp_Cy_A","I235.1653R7.18_HILICPos",7.94,5238435328,43104976,"345784608",-1.4,NA,NA,NA,7.745,NA,8624,NA,"",5238435328
"1352","161107_Smp_Cy_B","I235.1653R7.18_HILICPos",7.94,5120417792,28417436,"321272864",-1.3,NA,NA,NA,7.745,NA,8624,NA,"",5120417792
"1353","161107_Smp_Cy_C","I235.1653R7.18_HILICPos",7.93,5993622016,30524876,"359494784",-1.3,NA,NA,NA,7.745,NA,8624,NA,"",5993622016
"1354","161107_Smp_2090_A","I235.1653R7.18_HILICPos",7.94,13642327,0,"1325590",-0.8,NA,NA,NA,7.745,NA,0,NA,"",13642327
"1355","161107_Smp_2090_B","I235.1653R7.18_HILICPos",7.95,3515295,0,"315865",-1,NA,NA,NA,7.745,NA,0,NA,"",3515295
"1356","161107_Smp_2090_C","I235.1653R7.18_HILICPos",7.96,35525212,0,"3443741",-1.6,NA,NA,NA,7.745,NA,0,NA,"",35525212
"1357","161107_Smp_371_A","I235.1653R7.18_HILICPos",7.94,855423,0,"94747",-1.4,NA,NA,NA,7.745,NA,0,NA,"",855423
"1358","161107_Smp_371_B","I235.1653R7.18_HILICPos",7.91,963125,0,"122029",-1.4,NA,NA,NA,7.745,NA,0,NA,"",963125
"1359","161107_Smp_371_C","I235.1653R7.18_HILICPos",7.95,579494,0,"65708",-1.4,NA,NA,NA,7.745,NA,0,NA,"",579494
"1360","161107_Smp_To_A","I235.1653R7.18_HILICPos",7.96,778387648,4841106,"63030668",-2.3,NA,NA,NA,7.745,NA,0,NA,"",778387648
"1361","161107_Smp_To_B","I235.1653R7.18_HILICPos",7.97,697030016,1338298,"58804604",-1.8,NA,NA,NA,7.745,NA,0,NA,"",697030016
"1362","161107_Smp_To_C","I235.1653R7.18_HILICPos",7.94,560842432,4466761,"50303376",-1.6,NA,NA,NA,7.745,NA,0,NA,"",560842432
"1363","161107_Smp_Tp_A","I235.1653R7.18_HILICPos",7.9,5199095808,13910748,"316435904",-2.2,NA,NA,NA,7.745,NA,0,NA,"",5199095808
"1364","161107_Smp_Tp_E","I235.1653R7.18_HILICPos",7.94,3791437824,11819824,"255236128",-1.9,NA,NA,NA,7.745,NA,0,NA,"",3791437824
"1365","161107_Smp_Tp_F","I235.1653R7.18_HILICPos",7.96,3915581696,18447946,"253416944",-1.8,NA,NA,NA,7.745,NA,0,NA,"",3915581696
"1366","161107_Smp_Cy_A","I333.1293R11.28_HILICPos",1.87,19579,0,"15152",8.3,NA,"ppmFlag",NA,11.72,"RTFlag",79698,NA,"ppmFlag, RTFlag, ",NA
"1367","161107_Smp_Cy_B","I333.1293R11.28_HILICPos",2.55,125115,0,"26455",-5.3,NA,NA,NA,11.72,"RTFlag",79698,NA,"RTFlag, ",NA
"1368","161107_Smp_Cy_C","I333.1293R11.28_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.72,NA,79698,NA,"",NA
"1369","161107_Smp_2090_A","I333.1293R11.28_HILICPos",1.74,104843,0,"30459",-8.6,NA,NA,NA,11.72,"RTFlag",239084,NA,"RTFlag, ",NA
"1370","161107_Smp_2090_B","I333.1293R11.28_HILICPos",2.23,4730941,0,"288620",-8.4,NA,NA,NA,11.72,"RTFlag",239084,NA,"RTFlag, ",NA
